Source,Destination,Distance(M)
City_158,City_11,8002692
City_158,City_110,9900601
City_158,City_112,10004598
City_158,City_113,9444939
City_158,City_114,10657693
City_158,City_118,9748737
City_158,City_12,8266879
City_158,City_125,1941464
City_158,City_13,6019565
City_158,City_131,10041906
City_158,City_132,10936257
City_158,City_134,8539497
City_158,City_135,9622549
City_158,City_138,9458600
City_158,City_14,6864545
City_158,City_143,1217003
City_158,City_144,930009
City_158,City_15,7019436
City_158,City_151,1304401
City_158,City_153,735903
City_158,City_154,715168
City_158,City_155,1360040
City_158,City_156,1087556
City_158,City_157,441005
City_158,City_16,6129775
City_158,City_17,5444306
City_158,City_18,6518827
City_158,City_23,6585465
City_158,City_24,9333814
City_158,City_26,7222846
City_158,City_28,8080697
City_158,City_29,7766849
City_158,City_3,6952461
City_158,City_30,6945998
City_158,City_31,8515443
City_158,City_32,9153614
City_158,City_33,405090
City_158,City_35,565357
City_158,City_37,906196
City_158,City_38,977106
City_158,City_39,1276416
City_158,City_40,1373925
City_158,City_42,2273446
City_158,City_43,8520982
City_158,City_44,8417167
City_158,City_45,8439054
City_158,City_49,7719198
City_158,City_5,7011810
City_158,City_50,8542643
City_158,City_51,8698679
City_158,City_52,8293859
City_158,City_53,9581200
City_158,City_54,8250005
City_158,City_57,9281907
City_158,City_58,9470945
City_158,City_61,7949145
City_158,City_63,4432098
City_158,City_66,2904857
City_158,City_7,6991276
City_158,City_71,7935982
City_158,City_72,7503160
City_158,City_73,7233713
City_158,City_81,8027977
City_158,City_82,7753336
City_158,City_83,1892254
City_158,City_84,1014602
City_158,City_85,931979
City_158,City_86,535623
City_158,City_87,539039
City_158,City_88,400414
City_158,City_9,7285228
City_158,City_90,1056451
City_158,City_91,303103
City_158,City_93,566854
City_158,City_94,781508
City_158,City_95,1246771
City_158,City_99,1288066
City_159,City_100,1564341
City_159,City_105,7233459
City_159,City_118,8277710
City_159,City_143,3312953
City_159,City_157,2630192
City_159,City_23,6069173
City_159,City_26,7020336
City_159,City_29,7245258
City_159,City_31,8255501
City_159,City_85,1490178
City_159,City_99,1338647
City_16,City_11,4831988
City_16,City_122,3629720
City_16,City_128,989711
City_16,City_137,4618123
City_16,City_138,7070159
City_16,City_141,4728321
City_16,City_142,4507347
City_16,City_150,6883716
City_16,City_152,6601520
City_16,City_158,6129775
City_16,City_17,1179482
City_16,City_35,6643732
City_16,City_38,6990964
City_16,City_47,5705372
City_16,City_51,4837806
City_16,City_53,3783947
City_16,City_62,1443707
City_16,City_63,2054397
City_16,City_66,4477650
City_16,City_72,4938128
City_16,City_75,4962107
City_16,City_79,6261164
City_16,City_84,6990534
City_16,City_92,6116872
City_16,City_98,5290360
City_17,City_106,11524538
City_17,City_108,11114426
City_17,City_11,4145693
City_17,City_122,3884108
City_17,City_128,2089268
City_17,City_137,4520026
City_17,City_138,8142840
City_17,City_141,5661209
City_17,City_142,5407818
City_17,City_150,6452705
City_17,City_152,6149536
City_17,City_158,5444306
City_17,City_35,5993227
City_17,City_38,6376221
City_17,City_47,4901646
City_17,City_51,4358633
City_17,City_53,4156930
City_17,City_62,2438762
City_17,City_63,2195299
City_17,City_66,4416820
City_17,City_72,4111248
City_17,City_75,4284834
City_17,City_79,5461434
City_17,City_84,6390108
City_17,City_92,5434557
City_17,City_98,4995586
City_18,City_11,4445341
City_18,City_118,16127595
City_18,City_122,4135012
City_18,City_128,862764
City_18,City_137,5112420
City_18,City_138,7310771
City_18,City_141,5083575
City_18,City_142,4880789
City_18,City_143,5473596
City_18,City_150,7339684
City_18,City_152,7052429
City_18,City_158,6518827
City_18,City_17,1266531
City_18,City_23,12957758
City_18,City_29,14046345
City_18,City_31,14414852
City_18,City_35,7045500
City_18,City_38,7404254
City_18,City_47,5352518
City_18,City_51,4393787
City_18,City_53,3293145
City_18,City_62,1172394
City_18,City_63,2552942
City_18,City_66,4974586
City_18,City_72,4603494
City_18,City_75,4570980
City_18,City_79,5901750
City_18,City_84,7407760
City_18,City_85,7376618
City_18,City_92,6506874
City_18,City_98,5763972
City_18,City_99,7721855
City_19,City_11,3267506
City_19,City_132,4248554
City_19,City_16,1575376
City_19,City_17,1317754
City_19,City_44,4747880
City_2,City_1,1213275
City_2,City_101,9209756
City_2,City_105,10841860
City_2,City_107,11422291
City_2,City_109,11348789
City_2,City_110,12908027
City_2,City_112,12522444
City_2,City_113,10632454
City_2,City_114,18564851
City_2,City_12,1189685
City_2,City_125,7738498
City_2,City_131,2338871
City_2,City_132,4379096
City_2,City_134,2157996
City_2,City_135,3825335
City_2,City_14,4913946
City_2,City_144,7102193
City_2,City_15,4661889
City_2,City_151,9218722
City_2,City_153,7376220
City_2,City_154,8432888
City_2,City_155,8315415
City_2,City_156,8400304
City_2,City_16,4966410
City_2,City_26,11356633
City_2,City_28,9187063
City_2,City_3,1067310
City_2,City_30,11459774
City_2,City_32,10890407
City_2,City_33,8397249
City_2,City_37,8878922
City_2,City_42,10255482
City_2,City_43,1754264
City_2,City_44,1362927
City_2,City_45,1499678
City_2,City_49,842236
City_2,City_5,1660703
City_2,City_50,1748343
City_2,City_52,1084623
City_2,City_54,2890500
City_2,City_57,3749179
City_2,City_58,1849944
City_2,City_61,1924650
City_2,City_7,1220723
City_2,City_71,84783
City_2,City_73,829492
City_2,City_81,870750
City_2,City_82,842680
City_2,City_83,9823997
City_2,City_86,7764586
City_2,City_87,8160855
City_2,City_9,1410700
City_2,City_91,7967613
City_2,City_93,8484145
City_2,City_94,8345905
City_2,City_95,8027755
City_20,City_11,4812959
City_20,City_132,5382746
City_20,City_16,313559
City_20,City_17,941712
City_20,City_44,6239504
City_21,City_1,4238923
City_21,City_10,4631354
City_21,City_12,4199883
City_21,City_126,601796
City_21,City_127,1821367
City_21,City_13,439980
City_21,City_131,5615970
City_21,City_132,5515259
City_21,City_133,2558828
City_21,City_134,3803410
City_21,City_135,4183143
City_21,City_16,518126
City_21,City_18,879498
City_21,City_19,1618856
City_21,City_20,207697
City_21,City_4,4148800
City_21,City_43,6529080
City_21,City_44,6167023
City_21,City_49,5365046
City_21,City_5,3224989
City_21,City_55,3856082
City_21,City_57,3834657
City_21,City_58,5158333
City_21,City_61,3430707
City_21,City_68,4511038
City_21,City_71,4801058
City_21,City_73,4171703
City_21,City_82,5393190
City_22,City_1,4138783
City_22,City_12,4119344
City_22,City_125,5387976
City_22,City_131,5123479
City_22,City_132,4451859
City_22,City_134,3420471
City_22,City_135,3188639
City_22,City_15,427431
City_22,City_16,898333
City_22,City_3,5031588
City_22,City_43,6838021
City_22,City_44,6449478
City_22,City_45,6584284
City_22,City_49,5749621
City_22,City_5,3541252
City_22,City_50,6833784
City_22,City_52,6169310
City_22,City_54,2574217
City_22,City_57,2863695
City_22,City_58,4783512
City_22,City_61,3275985
City_22,City_7,4150002
City_22,City_71,5010533
City_22,City_73,4548066
City_22,City_81,5916503
City_22,City_82,5770616
City_22,City_9,3716953
City_23,City_106,3925578
City_23,City_108,3904344
City_23,City_11,11988127
City_23,City_122,10255626
City_23,City_137,8842373
City_23,City_150,6304784
City_23,City_152,6502245
City_23,City_158,6585465
City_23,City_24,3935746
City_23,City_35,6130165
City_23,City_38,5853558
City_23,City_47,11252364
City_23,City_63,11008074
City_23,City_66,9021993
City_23,City_72,11352057
City_23,City_79,11114074
City_23,City_84,5876923
City_23,City_92,6600869
City_23,City_98,7925349
City_24,City_1,11638860
City_24,City_10,10548354
City_24,City_100,8503703
City_24,City_101,8593127
City_24,City_102,4169607
City_24,City_104,179410
City_24,City_105,2448486
City_24,City_107,3494380
City_24,City_109,3966989
City_24,City_11,10598683
City_24,City_110,2490483
City_24,City_112,2088277
City_24,City_113,204390
City_24,City_114,9906373
City_24,City_118,5597413
City_24,City_12,11620933
City_24,City_125,11269456
City_24,City_13,13991182
City_24,City_131,11820835
City_24,City_132,14012382
City_24,City_134,12586072
City_24,City_135,14129105
City_24,City_14,14524311
City_24,City_143,9769098
City_24,City_144,9175399
City_24,City_15,14419816
City_24,City_151,9669298
City_24,City_153,9010717
City_24,City_154,9855784
City_24,City_155,10628178
City_24,City_156,10306450
City_24,City_157,9295513
City_24,City_16,14030392
City_24,City_17,12852573
City_24,City_18,14027250
City_24,City_23,3935746
City_24,City_26,2803972
City_24,City_28,1545306
City_24,City_29,3110333
City_24,City_3,10061740
City_24,City_30,3185368
City_24,City_31,1991988
City_24,City_32,574266
City_24,City_33,9309675
City_24,City_34,9606721
City_24,City_37,9437692
City_24,City_39,9085509
City_24,City_40,9460764
City_24,City_42,9362646
City_24,City_43,8819393
City_24,City_44,9189521
City_24,City_45,9054244
City_24,City_49,9611979
City_24,City_5,11569507
City_24,City_50,8834951
City_24,City_52,9430817
City_24,City_54,13303074
City_24,City_57,14136955
City_24,City_58,11743159
City_24,City_61,12315955
City_24,City_7,10960844
City_24,City_71,10489239
City_24,City_73,10653501
City_24,City_78,11039360
City_24,City_81,9573567
City_24,City_82,9604553
City_24,City_83,9653994
City_24,City_85,8939709
City_24,City_86,8880344
City_24,City_87,8805540
City_24,City_88,9002498
City_24,City_9,11510395
City_24,City_90,9522550
City_24,City_91,9636879
City_24,City_93,9567934
City_24,City_94,9997679
City_24,City_95,10574144
City_24,City_96,9818515
City_24,City_99,8755602
City_25,City_106,2950173
City_25,City_108,3188232
City_25,City_118,3572537
City_25,City_138,14892575
City_25,City_143,9514905
City_25,City_17,13465193
City_25,City_23,2281345
City_25,City_24,2206264
City_25,City_29,1128264
City_25,City_31,361776
City_25,City_35,8314345
City_25,City_36,8426067
City_25,City_38,8071800
City_25,City_51,13052671
City_25,City_53,16000327
City_25,City_63,13147869
City_25,City_66,11287674
City_25,City_72,11797329
City_25,City_8,11646071
City_25,City_84,8101984
City_25,City_85,8075947
City_25,City_99,7803154
City_26,City_106,2823546
City_26,City_108,2852648
City_26,City_118,4346178
City_26,City_122,11100629
City_26,City_137,9680857
City_26,City_143,7999252
City_26,City_150,7179705
City_26,City_152,7342688
City_26,City_158,7222846
City_26,City_23,1144291
City_26,City_24,2803972
City_26,City_29,947507
City_26,City_31,1294955
City_26,City_35,6830072
City_26,City_38,6608198
City_26,City_47,10666855
City_26,City_51,12288133
City_26,City_63,11637380
City_26,City_66,9860525
City_26,City_72,10891727
City_26,City_75,11494736
City_26,City_79,10448060
City_26,City_84,6643344
City_26,City_85,6608529
City_26,City_92,7240178
City_26,City_98,8743466
City_26,City_99,6352978
City_27,City_1,11152142
City_27,City_100,8375229
City_27,City_101,8469698
City_27,City_105,2526414
City_27,City_107,3621103
City_27,City_109,4065891
City_27,City_110,2971096
City_27,City_112,2576495
City_27,City_113,694750
City_27,City_114,10369675
City_27,City_12,11133586
City_27,City_125,11044617
City_27,City_131,11371073
City_27,City_134,12099530
City_27,City_135,13656733
City_27,City_14,14061874
City_27,City_144,8903935
City_27,City_15,13949104
City_27,City_151,9550461
City_27,City_153,8756334
City_27,City_154,9679501
City_27,City_155,10444752
City_27,City_156,10128799
City_27,City_157,9055520
City_27,City_26,2957577
City_27,City_28,1142329
City_27,City_3,9570554
City_27,City_30,3333020
City_27,City_32,988318
City_27,City_33,9128822
City_27,City_37,9292740
City_27,City_42,9322305
City_27,City_43,8340612
City_27,City_44,8708470
City_27,City_45,8573733
City_27,City_49,9122426
City_27,City_5,11079289
City_27,City_50,8356541
City_27,City_52,8947566
City_27,City_54,12812368
City_27,City_57,13656546
City_27,City_58,11277185
City_27,City_61,11825081
City_27,City_7,10470038
City_27,City_71,10000559
City_27,City_73,10161961
City_27,City_81,9086805
City_27,City_82,9115252
City_27,City_83,9581063
City_27,City_86,8651796
City_27,City_87,8604753
City_27,City_9,11019011
City_27,City_91,9426734
City_27,City_93,9394435
City_27,City_94,9815507
City_27,City_95,10370231
City_28,City_106,235098
City_28,City_108,195279
City_28,City_118,6612659
City_28,City_137,10824003
City_28,City_143,8370738
City_28,City_150,8683252
City_28,City_152,8731143
City_28,City_158,8080697
City_28,City_17,11309703
City_28,City_23,3865528
City_28,City_24,1545306
City_28,City_29,3505682
City_28,City_31,2703327
City_28,City_35,7901526
City_28,City_38,7849824
City_28,City_47,8399059
City_28,City_51,10019860
City_28,City_63,11915313
City_28,City_66,10985253
City_28,City_72,8822346
City_28,City_75,9303030
City_28,City_79,8062357
City_28,City_84,7911175
City_28,City_85,7825985
City_28,City_92,8100658
City_28,City_98,9920579
City_28,City_99,7699561
City_29,City_106,3489860
City_29,City_108,3604407
City_29,City_11,12443683
City_29,City_122,11449835
City_29,City_137,10039131
City_29,City_150,7499724
City_29,City_152,7700923
City_29,City_158,7766849
City_29,City_24,3110333
City_29,City_35,7322260
City_29,City_38,7051725
City_29,City_47,11596825
City_29,City_66,10218563
City_29,City_72,11836813
City_29,City_79,11360178
City_29,City_84,7075971
City_29,City_92,7782712
City_29,City_98,9124648
City_3,City_106,8845690
City_3,City_108,8512904
City_3,City_118,14939465
City_3,City_122,7434853
City_3,City_128,5171138
City_3,City_137,7575687
City_3,City_138,11721952
City_3,City_141,9414821
City_3,City_142,9175090
City_3,City_143,5793800
City_3,City_150,8466698
City_3,City_152,8169997
City_3,City_158,6952461
City_3,City_17,3783935
City_3,City_23,10989090
City_3,City_24,10061740
City_3,City_29,11550986
City_3,City_31,11240897
City_3,City_35,7471461
City_3,City_38,7876352
City_3,City_47,1232743
City_3,City_51,1955865
City_3,City_53,4471888
City_3,City_62,5163520
City_3,City_63,5841937
City_3,City_66,7544277
City_3,City_72,550700
City_3,City_75,1209713
City_3,City_79,1756071
City_3,City_84,7931930
City_3,City_85,7822087
City_3,City_92,6955609
City_3,City_98,7616605
City_3,City_99,8141057
City_30,City_106,3161280
City_30,City_108,3160984
City_30,City_118,4276436
City_30,City_122,10775809
City_30,City_137,9355697
City_30,City_138,14081297
City_30,City_143,7766662
City_30,City_150,6841893
City_30,City_152,7013404
City_30,City_158,6945998
City_30,City_17,11858443
City_30,City_23,773385
City_30,City_24,3185368
City_30,City_29,961493
City_30,City_31,1608144
City_30,City_35,6535355
City_30,City_38,6298732
City_30,City_47,10798031
City_30,City_51,12404390
City_30,City_53,15109013
City_30,City_63,11373480
City_30,City_66,9535611
City_30,City_72,10978665
City_30,City_75,11601333
City_30,City_79,10608239
City_30,City_84,6330980
City_30,City_85,6301441
City_30,City_92,6962853
City_30,City_98,8422080
City_30,City_99,6035813
City_31,City_106,2624602
City_31,City_108,2845366
City_31,City_11,11997888
City_31,City_137,10963681
City_31,City_150,8448436
City_31,City_152,8621547
City_31,City_158,8515443
City_31,City_24,1991988
City_31,City_35,8124982
City_31,City_38,7900109
City_31,City_47,11073767
City_31,City_66,11143576
City_31,City_72,11438842
City_31,City_75,11963825
City_31,City_79,10758409
City_31,City_84,7934074
City_31,City_92,8532902
City_31,City_98,10029267
City_32,City_106,1617080
City_32,City_108,1982592
City_32,City_11,11053858
City_32,City_118,5062729
City_32,City_137,11794486
City_32,City_138,16517488
City_32,City_143,9687034
City_32,City_150,9381487
City_32,City_152,9506939
City_32,City_158,9153614
City_32,City_17,13036742
City_32,City_23,3443698
City_32,City_24,574266
City_32,City_29,2556676
City_32,City_31,1423529
City_32,City_35,8852447
City_32,City_38,8699457
City_32,City_47,10080890
City_32,City_51,11670787
City_32,City_53,14623182
City_32,City_63,13357204
City_32,City_66,11970198
City_32,City_72,10559238
City_32,City_75,10997062
City_32,City_79,9697739
City_32,City_84,8746255
City_32,City_85,8689635
City_32,City_92,9172691
City_32,City_98,10852684
City_32,City_99,8481051
City_33,City_106,8339203
City_33,City_108,7976470
City_33,City_118,9421415
City_33,City_122,4094710
City_33,City_128,7314327
City_33,City_137,2722200
City_33,City_138,9318924
City_33,City_141,7032976
City_33,City_142,6757032
City_33,City_143,1608831
City_33,City_150,1186007
City_33,City_152,959838
City_33,City_158,405090
City_33,City_17,5766200
City_33,City_23,6385004
City_33,City_24,9309675
City_33,City_29,7577323
City_33,City_31,8378388
City_33,City_35,255130
City_33,City_38,611308
City_33,City_47,8451891
City_33,City_51,9099315
City_33,City_53,9916299
City_33,City_62,7817689
City_33,City_63,4624297
City_33,City_66,2891834
City_33,City_72,7908250
City_33,City_75,8522894
City_33,City_79,8802169
City_33,City_84,634324
City_33,City_85,576087
City_33,City_92,402407
City_33,City_98,1802884
City_33,City_99,931569
City_34,City_100,1135973
City_34,City_101,1069814
City_34,City_105,7348007
City_34,City_107,6627907
City_34,City_109,6137747
City_34,City_110,9847307
City_34,City_112,10010615
City_34,City_113,9694934
City_34,City_114,9850236
City_34,City_125,1920943
City_34,City_144,1783273
City_34,City_151,452303
City_34,City_154,409917
City_34,City_155,1095974
City_34,City_156,773012
City_34,City_157,1291042
City_34,City_26,7262974
City_34,City_28,8477116
City_34,City_30,6950018
City_34,City_32,9357392
City_34,City_33,504415
City_34,City_37,190715
City_34,City_42,1484804
City_34,City_83,1054537
City_34,City_87,1064879
City_34,City_91,810269
City_34,City_93,299577
City_34,City_94,561152
City_34,City_95,1187389
City_35,City_1,8884157
City_35,City_10,8298178
City_35,City_100,809284
City_35,City_101,804326
City_35,City_102,5825936
City_35,City_104,9157642
City_35,City_105,6873949
City_35,City_107,6221136
City_35,City_109,5743410
City_35,City_11,8534945
City_35,City_110,9471552
City_35,City_112,9602369
City_35,City_113,9171760
City_35,City_114,10149324
City_35,City_118,9195961
City_35,City_12,8822740
City_35,City_125,2290305
City_35,City_13,6531499
City_35,City_131,10596451
City_35,City_132,11495993
City_35,City_134,9104515
City_35,City_135,10178855
City_35,City_14,7376721
City_35,City_143,1779428
City_35,City_144,1419150
City_35,City_15,7541224
City_35,City_151,960512
City_35,City_153,1161694
City_35,City_154,781466
City_35,City_155,1556176
City_35,City_156,1232110
City_35,City_157,966051
City_35,City_16,6643732
City_35,City_17,5993227
City_35,City_18,7045500
City_35,City_23,6130165
City_35,City_26,6830072
City_35,City_28,7901526
City_35,City_29,7322260
City_35,City_3,7471461
City_35,City_30,6535355
City_35,City_31,8124982
City_35,City_32,8852447
City_35,City_33,255130
City_35,City_34,614797
City_35,City_37,536815
City_35,City_39,747676
City_35,City_40,944563
City_35,City_42,1788685
City_35,City_43,8973511
City_35,City_44,8889545
City_35,City_45,8904444
City_35,City_49,8215168
City_35,City_5,7571290
City_35,City_50,8995907
City_35,City_52,8778583
City_35,City_54,8812743
City_35,City_57,9836996
City_35,City_58,10025427
City_35,City_61,8513600
City_35,City_7,7538880
City_35,City_71,8465050
City_35,City_73,7771603
City_35,City_81,8520649
City_35,City_82,8248798
City_35,City_83,1475925
City_35,City_85,367559
City_35,City_86,807696
City_35,City_87,475744
City_35,City_88,285574
City_35,City_9,7842762
City_35,City_90,697033
City_35,City_91,751773
City_35,City_93,493586
City_35,City_94,927858
City_35,City_95,1546714
City_35,City_96,744405
City_35,City_99,722715
City_36,City_100,838360
City_36,City_102,5896760
City_36,City_104,9377435
City_36,City_105,7044940
City_36,City_112,9716820
City_36,City_113,9390451
City_36,City_136,2269350
City_36,City_139,5341957
City_36,City_157,1266846
City_36,City_159,1380093
City_36,City_26,6964352
City_36,City_32,9052914
City_36,City_40,561721
City_36,City_41,517922
City_36,City_68,1867197
City_36,City_88,671234
City_36,City_90,304181
City_36,City_97,1890376
City_37,City_106,8540007
City_37,City_108,8194631
City_37,City_118,9119662
City_37,City_122,4030315
City_37,City_128,7507106
City_37,City_137,2617159
City_37,City_138,9009266
City_37,City_141,6835222
City_37,City_142,6572253
City_37,City_143,2066558
City_37,City_150,676425
City_37,City_152,486280
City_37,City_158,906196
City_37,City_17,6077159
City_37,City_23,6298554
City_37,City_24,9437692
City_37,City_29,7498470
City_37,City_31,8367155
City_37,City_35,536815
City_37,City_38,483573
City_37,City_47,8952201
City_37,City_51,9559862
City_37,City_53,10233839
City_37,City_62,8018419
City_37,City_63,4758087
City_37,City_66,2795050
City_37,City_72,8396569
City_37,City_75,9002125
City_37,City_79,9308693
City_37,City_84,436408
City_37,City_85,500633
City_37,City_92,899912
City_37,City_98,1674276
City_37,City_99,729041
City_38,City_1,9299456
City_38,City_10,8707671
City_38,City_100,484518
City_38,City_101,438273
City_38,City_102,5547828
City_38,City_104,9027143
City_38,City_105,6689010
City_38,City_107,5978272
City_38,City_109,5490960
City_38,City_11,8944526
City_38,City_110,9208823
City_38,City_112,9362488
City_38,City_113,9039936
City_38,City_114,9750121
City_38,City_118,8811291
City_38,City_12,9238036
City_38,City_125,2543847
City_38,City_13,6877059
City_38,City_131,11011645
City_38,City_132,11890547
City_38,City_134,9515907
City_38,City_135,10568684
City_38,City_14,7721073
City_38,City_143,2193433
City_38,City_144,1824916
City_38,City_15,7894533
City_38,City_151,797775
City_38,City_153,1556366
City_38,City_154,993208
City_38,City_155,1743959
City_38,City_156,1416037
City_38,City_157,1380478
City_38,City_16,6990964
City_38,City_17,6376221
City_38,City_18,7404254
City_38,City_23,5853558
City_38,City_26,6608198
City_38,City_28,7849824
City_38,City_29,7051725
City_38,City_3,7876352
City_38,City_30,6298732
City_38,City_31,7900109
City_38,City_32,8699457
City_38,City_33,611308
City_38,City_34,659066
City_38,City_37,483573
City_38,City_39,372880
City_38,City_40,685504
City_38,City_42,1424152
City_38,City_43,9345055
City_38,City_44,9271703
City_38,City_45,9282940
City_38,City_49,8609564
City_38,City_5,7986410
City_38,City_50,9367821
City_38,City_52,9167108
City_38,City_54,9213410
City_38,City_57,10225279
City_38,City_58,10440623
City_38,City_61,8926131
City_38,City_7,7953086
City_38,City_71,8873493
City_38,City_73,8183214
City_38,City_81,8913262
City_38,City_82,8642932
City_38,City_83,1184878
City_38,City_85,57229
City_38,City_86,1181572
City_38,City_87,801766
City_38,City_88,674809
City_38,City_9,8258060
City_38,City_90,583987
City_38,City_91,1128034
City_38,City_93,725999
City_38,City_94,1154299
City_38,City_95,1797723
City_38,City_96,942794
City_38,City_99,320597
City_39,City_106,8249175
City_39,City_108,7920844
City_39,City_118,8621996
City_39,City_122,4450272
City_39,City_128,8003216
City_39,City_137,3030276
City_39,City_138,9204403
City_39,City_141,7149615
City_39,City_142,6898475
City_39,City_143,2486248
City_39,City_150,660478
City_39,City_152,705526
City_39,City_158,1276416
City_39,City_17,6572096
City_39,City_23,5837241
City_39,City_24,9085509
City_39,City_29,7037505
City_39,City_31,7934181
City_39,City_35,747676
City_39,City_38,372880
City_39,City_47,9290505
City_39,City_51,9975081
City_39,City_53,10729024
City_39,City_62,8515288
City_39,City_63,5246723
City_39,City_66,3210011
City_39,City_72,8767431
City_39,City_75,9390156
City_39,City_79,9620423
City_39,City_84,300752
City_39,City_85,429861
City_39,City_92,1276282
City_39,City_98,2095848
City_39,City_99,343556
City_4,City_11,1048127
City_4,City_132,3379295
City_4,City_16,4115467
City_4,City_17,3655278
City_4,City_23,12876472
City_4,City_29,13420300
City_4,City_31,13028125
City_4,City_44,2508870
City_40,City_106,8637694
City_40,City_108,8311083
City_40,City_118,8772751
City_40,City_122,4117648
City_40,City_128,7781176
City_40,City_137,2699076
City_40,City_138,8814227
City_40,City_141,6766778
City_40,City_142,6518529
City_40,City_143,2527835
City_40,City_150,277619
City_40,City_152,356264
City_40,City_158,1373925
City_40,City_17,6445067
City_40,City_23,6146112
City_40,City_24,9460764
City_40,City_29,7344704
City_40,City_31,8268372
City_40,City_35,944563
City_40,City_38,685504
City_40,City_47,9420816
City_40,City_51,10015276
City_40,City_53,10594527
City_40,City_62,8296493
City_40,City_63,5003336
City_40,City_66,2879022
City_40,City_72,8863365
City_40,City_75,9465904
City_40,City_79,9776163
City_40,City_84,607449
City_40,City_85,734304
City_40,City_92,1368068
City_40,City_98,1781117
City_40,City_99,735048
City_41,City_100,1212134
City_41,City_105,7407401
City_41,City_118,9108786
City_41,City_143,2285998
City_41,City_157,1638882
City_41,City_23,6463915
City_41,City_26,7289000
City_41,City_29,7663603
City_41,City_31,8571282
City_41,City_85,828447
City_41,City_99,959086
City_42,City_106,8698557
City_42,City_108,8414363
City_42,City_118,8011665
City_42,City_122,4541933
City_42,City_128,8447576
City_42,City_137,3178065
City_42,City_138,8595053
City_42,City_141,6839523
City_42,City_142,6624976
City_42,City_143,3440345
City_42,City_150,816281
City_42,City_152,1127731
City_42,City_158,2273446
City_42,City_17,7259504
City_42,City_23,5768004
City_42,City_24,9362646
City_42,City_29,6943095
City_42,City_31,7956182
City_42,City_35,1788685
City_42,City_38,1424152
City_42,City_47,10320528
City_42,City_51,10925480
City_42,City_53,11380772
City_42,City_62,8965060
City_42,City_63,5655913
City_42,City_66,3350553
City_42,City_72,9773079
City_42,City_75,10378176
City_42,City_79,10663255
City_42,City_84,1353617
City_42,City_85,1481371
City_42,City_92,2269240
City_42,City_98,2369569
City_42,City_99,1263412
City_43,City_106,7797502
City_43,City_108,7556135
City_43,City_11,1911254
City_43,City_118,14312566
City_43,City_122,9520258
City_43,City_128,6968901
City_43,City_137,9576980
City_43,City_138,13457221
City_43,City_141,11389193
City_43,City_142,11170858
City_43,City_143,7477196
City_43,City_150,10089279
City_43,City_152,9818777
City_43,City_158,8520982
City_43,City_17,5839242
City_43,City_23,10851733
City_43,City_24,8819393
City_43,City_29,11041304
City_43,City_31,10401304
City_43,City_35,8973511
City_43,City_38,9345055
City_43,City_47,959264
City_43,City_51,2366052
City_43,City_53,5311224
City_43,City_62,6846132
City_43,City_63,7930007
City_43,City_66,9562070
City_43,City_72,1733819
City_43,City_75,1808401
City_43,City_79,419390
City_43,City_84,9412176
City_43,City_85,9288024
City_43,City_92,8528584
City_43,City_98,9503524
City_43,City_99,9558561
City_44,City_106,8146683
City_44,City_108,7894573
City_44,City_11,1519174
City_44,City_122,9212979
City_44,City_128,6579816
City_44,City_137,9331442
City_44,City_141,11010819
City_44,City_142,10796399
City_44,City_150,9978091
City_44,City_152,9698891
City_44,City_158,8417167
City_44,City_17,5488975
City_44,City_23,11103126
City_44,City_24,9189521
City_44,City_29,11344599
City_44,City_31,10739369
City_44,City_35,8889545
City_44,City_38,9271703
City_44,City_47,588214
City_44,City_51,1995382
City_44,City_53,4951264
City_44,City_62,6454006
City_44,City_63,7602391
City_44,City_66,9307997
City_44,City_72,1377821
City_44,City_75,1416011
City_44,City_79,28044
City_44,City_84,9336218
City_44,City_92,8423624
City_44,City_98,9305951
City_45,City_106,8016851
City_45,City_108,7767731
City_45,City_118,14524438
City_45,City_122,9312061
City_45,City_128,6714966
City_45,City_137,9406431
City_45,City_138,13203490
City_45,City_141,11140298
City_45,City_142,10924007
City_45,City_143,7371539
City_45,City_150,10003304
City_45,City_152,9727158
City_45,City_158,8439054
City_45,City_17,5605318
City_45,City_23,11003617
City_45,City_24,9054244
City_45,City_29,11228702
City_45,City_31,10612929
City_45,City_35,8904444
City_45,City_38,9282940
City_45,City_47,711529
City_45,City_51,2130042
City_45,City_53,5083514
City_45,City_62,6591575
City_45,City_63,7709467
City_45,City_66,9386256
City_45,City_72,1494969
City_45,City_75,1554558
City_45,City_79,165261
City_45,City_84,9348421
City_45,City_85,9226137
City_45,City_92,8445930
City_45,City_98,9362769
City_45,City_99,9505630
City_46,City_1,2077844
City_46,City_101,8849924
City_46,City_105,9988734
City_46,City_107,10600960
City_46,City_109,10551981
City_46,City_110,12051638
City_46,City_112,11672545
City_46,City_113,9785291
City_46,City_114,18341998
City_46,City_12,2051622
City_46,City_125,7745070
City_46,City_131,3045915
City_46,City_132,5198535
City_46,City_134,3019084
City_46,City_135,4691310
City_46,City_14,5585428
City_46,City_144,6804297
City_46,City_15,5351871
City_46,City_151,8998241
City_46,City_153,7057599
City_46,City_154,8236723
City_46,City_155,8226634
City_46,City_156,8266386
City_46,City_16,5543738
City_46,City_26,10509840
City_46,City_28,8322251
City_46,City_3,952328
City_46,City_30,10625067
City_46,City_32,10033462
City_46,City_33,8126783
City_46,City_37,8627117
City_46,City_42,9995437
City_46,City_43,1149357
